evals,gbest,gen,invalid,max,mean,min,std
7900,0.69759,157,0,0.69816,0.6976302,0.69759,7.66156641947352e-05
7950,0.69759,158,0,0.69773,0.6976211999999999,0.69759,2.026228022706372e-05
8000,0.69759,159,0,0.69765,0.697616,0.69759,1.2961481396820119e-05
8050,0.69759,160,0,0.69767,0.6976173999999999,0.69759,1.5976232346839506e-05
8100,0.69759,161,0,0.69764,0.6976161999999999,0.6976,1.181355154050878e-05
8150,0.69759,162,0,0.69773,0.6976211999999999,0.69759,2.0749939758946507e-05
8200,0.69759,163,0,0.69768,0.6976188000000001,0.69759,1.5829087149930258e-05
8250,0.69759,164,0,0.69768,0.6976205999999999,0.6976,1.713592717071412e-05
8300,0.69759,165,0,0.69765,0.697617,0.69759,1.3000000000003863e-05
8350,0.69759,166,0,0.69766,0.6976148000000001,0.69759,1.2843675486399629e-05
8400,0.69759,167,0,0.69768,0.6976186,0.69759,1.7205812971206473e-05
8450,0.69759,168,0,0.6977,0.6976211999999999,0.69759,2.1320412753974946e-05
8500,0.69759,169,0,0.69765,0.697617,0.6976,1.2041594578794659e-05
8550,0.69759,170,0,0.6977,0.6976177999999998,0.69759,1.982826265713268e-05
8600,0.69759,171,0,0.69769,0.6976174,0.69759,1.752826289169309e-05
8650,0.69759,172,0,0.69787,0.6976238000000001,0.69759,3.9186222068479444e-05
8700,0.69759,173,0,0.69769,0.69762,0.69759,2.0880613017823908e-05
8750,0.69759,174,0,0.69779,0.697623,0.6976,2.8792360097777932e-05
8800,0.69759,175,0,0.69778,0.6976227999999999,0.69759,3.538587288734953e-05
8850,0.69759,176,0,0.69782,0.6976236,0.6976,3.7081531791447723e-05
8900,0.69759,177,0,0.69784,0.6976218,0.6976,3.587143710531278e-05
8950,0.69759,178,0,0.69826,0.6976323999999999,0.69759,9.578225305347692e-05
9000,0.69759,179,0,0.69785,0.6976238000000001,0.69759,4.166005280841217e-05
9050,0.69759,180,0,0.69782,0.6976239999999998,0.69759,3.487119154832779e-05
9100,0.69759,181,0,0.69791,0.6976319999999998,0.6976,4.837354648979635e-05
9150,0.69759,182,0,0.69771,0.6976223999999999,0.69759,2.1218859535803558e-05
9200,0.69759,183,0,0.6978,0.697622,0.6976,2.979932885150119e-05
9250,0.69759,184,0,0.6978,0.6976237999999998,0.69759,4.0194029407359775e-05
9300,0.69759,185,0,0.69785,0.6976274000000001,0.69759,4.706633616503237e-05
9350,0.69759,186,0,0.69785,0.6976226,0.69759,3.804260769190539e-05
9400,0.69759,187,0,0.69786,0.697622,0.69759,3.949683531627214e-05
9450,0.69759,188,0,0.69785,0.6976299999999999,0.6976,4.2755116652865115e-05
9500,0.69759,189,0,0.69838,0.6976301999999999,0.69759,0.00010804610127163581
9550,0.69759,190,0,0.69784,0.697623,0.69759,3.539774004085947e-05
9600,0.69759,191,0,0.69785,0.6976194,0.69759,3.5123211698247564e-05
9650,0.69759,192,0,0.69766,0.6976177999999998,0.6976,1.3159027319685573e-05
9700,0.69759,193,0,0.69778,0.6976196,0.69759,2.712637093309561e-05
9750,0.69759,194,0,0.69764,0.6976173999999999,0.69759,1.3536617007212997e-05
9800,0.69759,195,0,0.69767,0.697619,0.6976,1.5905973720588742e-05
9850,0.69759,196,0,0.69782,0.6976201999999999,0.6976,3.082142112233386e-05
9900,0.69759,197,0,0.69763,0.6976169999999999,0.69759,1.0246950765959987e-05
9950,0.69759,198,0,0.6977,0.697616,0.69759,1.8330302779821827e-05
10000,0.69759,199,0,0.69771,0.6976213999999997,0.69759,1.8548315287389166e-05
10050,0.69759,200,0,0.69774,0.6976240000000001,0.69759,2.8913664589613176e-05
10100,0.69759,201,0,0.69769,0.6976155999999999,0.69759,1.5640971836820903e-05
10150,0.69759,202,0,0.69765,0.6976154,0.69759,1.3886684269475726e-05
10200,0.69759,203,0,0.69771,0.6976163999999998,0.6976,1.7408044117602597e-05
10250,0.69759,204,0,0.69782,0.6976191999999999,0.69759,3.167585831513148e-05
10300,0.69759,205,0,0.6977,0.6976185999999999,0.69759,2.0000999975000192e-05
10350,0.69759,206,0,0.69773,0.6976192,0.69759,2.0672687295076393e-05
10400,0.69759,207,0,0.69765,0.6976163999999998,0.6976,1.2611106216351436e-05
10450,0.69759,208,0,0.69766,0.6976133999999999,0.69759,1.3944174410840532e-05
10500,0.69759,209,0,0.6977,0.6976197999999999,0.6976,2.044407004488656e-05
10550,0.69759,210,0,0.6977,0.6976184,0.69759,1.689496966555774e-05
10600,0.69759,211,0,0.69767,0.6976128,0.69759,1.4971973817766784e-05
10650,0.69759,212,0,0.69769,0.6976146,0.69759,1.6150541786582855e-05
10700,0.69759,213,0,0.69769,0.6976176000000001,0.6976,1.4636939570830943e-05
10750,0.69759,214,0,0.69764,0.6976146,0.69759,1.169786305271487e-05
10800,0.69759,215,0,0.69768,0.6976181999999999,0.69759,1.7853851125175143e-05
10850,0.69759,216,0,0.69766,0.6976168,0.69759,1.3919770113039796e-05
10900,0.69759,217,0,0.69772,0.697616,0.69759,1.9798989873228554e-05
10950,0.69759,218,0,0.69763,0.6976152,0.69759,1.0814804667674542e-05
11000,0.69759,219,0,0.69776,0.6976205999999998,0.6976,2.2839439572820613e-05
11050,0.69759,220,0,0.69765,0.6976168,0.69759,1.3919770113045091e-05
11100,0.69759,221,0,0.69764,0.6976142,0.69759,1.0787029248132838e-05
11150,0.69759,222,0,0.69765,0.697612,0.69759,1.2328828005936594e-05
11200,0.69759,223,0,0.69766,0.6976184000000001,0.69759,1.3763720427264093e-05
11250,0.69759,224,0,0.69768,0.6976181999999999,0.69759,1.4379151574414833e-05
11300,0.69759,225,0,0.69771,0.6976195999999999,0.6976,2.0684293558166156e-05
11350,0.69759,226,0,0.69769,0.6976164,0.69759,2.0274121435961495e-05
11400,0.69759,227,0,0.69765,0.6976138000000002,0.6976,1.2147427711258035e-05
11450,0.69759,228,0,0.69771,0.6976184,0.69759,1.8906083676962977e-05
11500,0.69759,229,0,0.69769,0.6976218000000002,0.6976,1.7853851125183004e-05
11550,0.69759,230,0,0.69767,0.6976192,0.6976,1.4810806865263392e-05
11600,0.69759,231,0,0.69764,0.6976157999999999,0.6976,1.0970870521528763e-05
11650,0.69759,232,0,0.69764,0.6976171999999999,0.69759,1.2812493902441583e-05
11700,0.69759,233,0,0.69768,0.6976146,0.6976,1.4860686390612774e-05
11750,0.69759,234,0,0.69766,0.6976154,0.6976,1.2839003076566051e-05
11800,0.69759,235,0,0.69765,0.6976178000000001,0.69759,1.3159027319676397e-05
11850,0.69759,236,0,0.69764,0.6976136,0.69759,1.0725670142240785e-05
11900,0.69759,237,0,0.69764,0.6976124,0.69759,1.2893409169036135e-05
11950,0.69759,238,0,0.69765,0.6976157999999999,0.6976,1.1504781614621113e-05
12000,0.69759,239,0,0.69764,0.6976146,0.69759,1.1350770898931408e-05
12050,0.69759,240,0,0.69766,0.6976149999999999,0.69759,1.389244398944332e-05
12100,0.69759,241,0,0.69763,0.697614,0.6976,1.1661903789688175e-05
12150,0.69759,242,0,0.69764,0.6976155999999999,0.69759,1.235475616918547e-05
12200,0.69759,243,0,0.69764,0.6976171999999999,0.69759,1.1320777358468969e-05
12250,0.69759,244,0,0.69769,0.6976185999999999,0.69759,1.7777513886932064e-05
12300,0.69759,245,0,0.69768,0.6976157999999999,0.69759,1.65033329967007e-05
12350,0.69759,246,0,0.69764,0.6976156,0.69759,1.2674383614203599e-05
12400,0.69759,247,0,0.69769,0.6976195999999999,0.69759,1.7083325203261153e-05
12450,0.69759,248,0,0.69766,0.697615,0.69759,1.4999999999996126e-05
12500,0.69759,249,0,0.69767,0.6976138000000001,0.69759,1.3249905660042376e-05
12550,0.69759,250,0,0.6977,0.6976157999999999,0.69759,1.57594416144731e-05
12600,0.69759,251,0,0.69765,0.6976187999999999,0.6976,1.50519101777927e-05
12650,0.69758,252,0,0.69771,0.6976150000000001,0.69758,1.9519221295951565e-05
12700,0.69758,253,0,0.69767,0.6976121999999999,0.69759,1.4871449156022104e-05
12750,0.69758,254,0,0.69769,0.6976188000000001,0.69759,1.7508854902596667e-05
12800,0.69758,255,0,0.69763,0.697612,0.69759,1.1489125293069768e-05
12850,0.69758,256,0,0.69763,0.6976129999999999,0.69759,1.1357816691597145e-05
12900,0.69758,257,0,0.69764,0.6976137999999998,0.69759,1.129424632279635e-05
12950,0.69758,258,0,0.69764,0.6976151999999999,0.6976,1.1530828244324876e-05
13000,0.69758,259,0,0.69763,0.6976100000000001,0.69759,1.058300524425426e-05
13050,0.69758,260,0,0.69763,0.697613,0.69759,1.1532562594667215e-05
13100,0.69758,261,0,0.69764,0.6976117999999998,0.69759,1.1608617488743171e-05
13150,0.69758,262,0,0.69763,0.6976134,0.6976,1.031697630122466e-05
13200,0.69758,263,0,0.69763,0.6976089999999999,0.69759,1.1180339887493348e-05
13250,0.69758,264,0,0.69763,0.6976121999999999,0.69759,1.0057832768543832e-05
13300,0.69758,265,0,0.69763,0.6976114000000001,0.69759,1.1137324633857965e-05
13350,0.69758,266,0,0.69763,0.697612,0.69759,1.148912529307402e-05
13400,0.69758,267,0,0.69764,0.6976128,0.69759,1.2172099243760369e-05
13450,0.69758,268,0,0.69763,0.6976142,0.69759,1.0215674231299555e-05
13500,0.69758,269,0,0.69763,0.6976128,0.69759,1.0777754868245225e-05
13550,0.69758,270,0,0.69763,0.6976125999999999,0.6976,1.0355674772799866e-05
13600,0.69758,271,0,0.69763,0.6976149999999999,0.69759,1.0049875621122655e-05
13650,0.69758,272,0,0.69765,0.6976106,0.69759,1.1732007500847415e-05
13700,0.69758,273,0,0.69763,0.6976104000000001,0.69759,9.991996797434809e-06
13750,0.69758,274,0,0.69763,0.6976115999999999,0.69759,1.0268398122393341e-05
13800,0.69758,275,0,0.69765,0.6976124000000001,0.69759,1.2092973166261524e-05
13850,0.69758,276,0,0.69763,0.6976111999999999,0.69759,1.0514751542472087e-05
13900,0.69758,277,0,0.69764,0.6976121999999998,0.69759,1.237578280352059e-05
13950,0.69758,278,0,0.69763,0.697613,0.69759,1.153256259466529e-05
14000,0.69758,279,0,0.69763,0.6976115999999999,0.69759,1.1723480711795287e-05
14050,0.69758,280,0,0.69763,0.697611,0.69759,1.0440306508909826e-05
14100,0.69758,281,0,0.69764,0.6976131999999999,0.69759,1.103449137930763e-05
14150,0.69758,282,0,0.69765,0.6976118000000001,0.69759,1.1948221624990097e-05
14200,0.69758,283,0,0.69795,0.697617,0.69759,4.875448697299048e-05
14250,0.69758,284,0,0.69763,0.6976128,0.69759,1.077775486824341e-05
14300,0.69758,285,0,0.69763,0.6976112000000001,0.69759,1.0888526071051043e-05
14350,0.69758,286,0,0.69763,0.6976118,0.69759,1.0712609392672666e-05
14400,0.69758,287,0,0.69763,0.697611,0.69759,1.0440306508908124e-05
14450,0.69758,288,0,0.69763,0.6976116,0.69759,1.1377170122659639e-05
14500,0.69758,289,0,0.69764,0.6976126,0.69759,1.1456002793294045e-05
14550,0.69758,290,0,0.69763,0.6976141999999999,0.69759,1.0215674231298641e-05
14600,0.69758,291,0,0.69763,0.6976088,0.69759,1.0703270528200086e-05
14650,0.69758,292,0,0.69764,0.6976123999999999,0.69759,1.2092973166260642e-05
14700,0.69758,293,0,0.69763,0.6976128000000001,0.6976,8.25590697623171e-06
14750,0.69758,294,0,0.69763,0.6976094,0.69759,1.0660206376982079e-05
14800,0.69758,295,0,0.69764,0.6976127999999998,0.69759,1.2006664815841379e-05
14850,0.69758,296,0,0.69764,0.6976111999999999,0.69759,1.2106196760336659e-05
14900,0.69758,297,0,0.69764,0.6976119999999999,0.69759,1.2328828005934073e-05
14950,0.69758,298,0,0.69764,0.6976140000000001,0.69759,1.2489995996792576e-05
15000,0.69758,299,0,0.69763,0.6976102000000002,0.69759,1.2081390648419668e-05
